stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
296,21-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,59,117,NA,"Ajmeri Gate,Jaipur",NA,21-12-2012
296,25-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,56,192,NA,"Ajmeri Gate,Jaipur",NA,25-12-2012
296,28-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,57,171,NA,"Ajmeri Gate,Jaipur",NA,28-12-2012
297,01-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,58,412,NA,"VKIA,Jaipur",NA,01-04-2012
297,01-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,60,210,NA,"VKIA,Jaipur",NA,01-07-2012
297,01-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,16,62,386,NA,"VKIA,Jaipur",NA,01-11-2012
297,14-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,63,280,NA,"VKIA,Jaipur",NA,14-01-2012
297,18-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,58,395,NA,"VKIA,Jaipur",NA,18-01-2012
297,21-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,55,207,NA,"VKIA,Jaipur",NA,21-01-2012
297,25-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,55,187,NA,"VKIA,Jaipur",NA,25-01-2012
297,28-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,56,212,NA,"VKIA,Jaipur",NA,28-01-2012
297,03-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,63,345,NA,"VKIA,Jaipur",NA,03-03-2012
297,03-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,66,316,NA,"VKIA,Jaipur",NA,03-07-2012
297,03-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,65,190,NA,"VKIA,Jaipur",NA,03-10-2012
297,14-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,58,220,NA,"VKIA,Jaipur",NA,14-03-2012
297,17-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,14,68,471,NA,"VKIA,Jaipur",NA,17-03-2012
297,21-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,64,490,NA,"VKIA,Jaipur",NA,21-03-2012
297,24-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,63,268,NA,"VKIA,Jaipur",NA,24-03-2012
297,28-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,64,567,NA,"VKIA,Jaipur",NA,28-03-2012
297,31-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,64,462,NA,"VKIA,Jaipur",NA,31-03-2012
297,04-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,66,317,NA,"VKIA,Jaipur",NA,04-04-2012
297,04-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,NA,NA,13,NA,"VKIA,Jaipur",NA,04-07-2012
297,04-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,66,319,NA,"VKIA,Jaipur",NA,04-11-2012
297,14-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,63,215,NA,"VKIA,Jaipur",NA,14-04-2012
297,18-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,61,135,NA,"VKIA,Jaipur",NA,18-04-2012
297,21-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,63,108,NA,"VKIA,Jaipur",NA,21-04-2012
297,25-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,13,62,223,NA,"VKIA,Jaipur",NA,25-04-2012
297,28-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,60,272,NA,"VKIA,Jaipur",NA,28-04-2012
297,05-02-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,59,282,NA,"VKIA,Jaipur",NA,05-02-2012
297,05-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,62,260,NA,"VKIA,Jaipur",NA,05-05-2012
297,05-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,62,203,NA,"VKIA,Jaipur",NA,05-09-2012
297,05-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,58,199,NA,"VKIA,Jaipur",NA,05-12-2012
297,16-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,58,350,NA,"VKIA,Jaipur",NA,16-05-2012
297,19-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,12,65,175,NA,"VKIA,Jaipur",NA,19-05-2012
297,23-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,56,146,NA,"VKIA,Jaipur",NA,23-05-2012
297,26-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,54,310,NA,"VKIA,Jaipur",NA,26-05-2012
297,30-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,53,158,NA,"VKIA,Jaipur",NA,30-05-2012
297,06-02-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,60,203,NA,"VKIA,Jaipur",NA,06-02-2012
297,06-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,9,54,188,NA,"VKIA,Jaipur",NA,06-06-2012
297,06-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,9,53,238,NA,"VKIA,Jaipur",NA,06-09-2012
297,13-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,52,212,NA,"VKIA,Jaipur",NA,13-06-2012
297,16-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,53,207,NA,"VKIA,Jaipur",NA,16-06-2012
297,20-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,51,261,NA,"VKIA,Jaipur",NA,20-06-2012
297,23-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,51,470,NA,"VKIA,Jaipur",NA,23-06-2012
297,27-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,51,325,NA,"VKIA,Jaipur",NA,27-06-2012
297,30-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,51,176,NA,"VKIA,Jaipur",NA,30-06-2012
297,07-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,50,134,NA,"VKIA,Jaipur",NA,07-04-2012
297,07-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,50,302,NA,"VKIA,Jaipur",NA,07-07-2012
297,07-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,7,49,211,NA,"VKIA,Jaipur",NA,07-11-2012
297,14-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,51,455,NA,"VKIA,Jaipur",NA,14-07-2012
297,18-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,51,167,NA,"VKIA,Jaipur",NA,18-07-2012
297,21-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,53,250,NA,"VKIA,Jaipur",NA,21-07-2012
297,25-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,52,371,NA,"VKIA,Jaipur",NA,25-07-2012
297,28-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,7,52,161,NA,"VKIA,Jaipur",NA,28-07-2012
297,08-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,7,52,399,NA,"VKIA,Jaipur",NA,08-01-2012
297,08-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,7,49,359,NA,"VKIA,Jaipur",NA,08-04-2012
297,08-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,45,138,NA,"VKIA,Jaipur",NA,08-08-2012
297,08-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,46,48,NA,"VKIA,Jaipur",NA,08-11-2012
297,18-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,44,116,NA,"VKIA,Jaipur",NA,18-08-2012
297,22-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,39,27,NA,"VKIA,Jaipur",NA,22-08-2012
297,25-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,25,NA,"VKIA,Jaipur",NA,25-08-2012
297,29-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,5,39,15,NA,"VKIA,Jaipur",NA,29-08-2012
297,09-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,5,38,35,NA,"VKIA,Jaipur",NA,09-01-2012
297,09-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,5,37,73,NA,"VKIA,Jaipur",NA,09-05-2012
297,09-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,40,230,NA,"VKIA,Jaipur",NA,09-08-2012
297,09-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,43,69,NA,"VKIA,Jaipur",NA,09-12-2012
297,15-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,43,74,NA,"VKIA,Jaipur",NA,15-09-2012
297,19-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,42,66,NA,"VKIA,Jaipur",NA,19-09-2012
297,22-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,42,85,NA,"VKIA,Jaipur",NA,22-09-2012
297,26-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,42,49,NA,"VKIA,Jaipur",NA,26-09-2012
297,29-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,42,51,NA,"VKIA,Jaipur",NA,29-09-2012
297,10-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,91,NA,"VKIA,Jaipur",NA,10-03-2012
297,10-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,40,86,NA,"VKIA,Jaipur",NA,10-06-2012
297,10-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,250,NA,"VKIA,Jaipur",NA,10-10-2012
297,13-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,40,101,NA,"VKIA,Jaipur",NA,13-10-2012
297,17-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,285,NA,"VKIA,Jaipur",NA,17-10-2012
297,20-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,265,NA,"VKIA,Jaipur",NA,20-10-2012
297,24-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,140,NA,"VKIA,Jaipur",NA,24-10-2012
297,27-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,41,287,NA,"VKIA,Jaipur",NA,27-10-2012
297,31-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,43,91,NA,"VKIA,Jaipur",NA,31-10-2012
297,11-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,6,43,239,NA,"VKIA,Jaipur",NA,11-03-2012
297,11-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,7,46,131,NA,"VKIA,Jaipur",NA,11-07-2012
297,11-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,52,294,NA,"VKIA,Jaipur",NA,11-10-2012
297,11-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,59,294,NA,"VKIA,Jaipur",NA,11-11-2012
297,11-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,60,259,NA,"VKIA,Jaipur",NA,11-12-2012
297,13-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,60,204,NA,"VKIA,Jaipur",NA,13-11-2012
297,14-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,60,228,NA,"VKIA,Jaipur",NA,14-11-2012
297,17-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,9,58,225,NA,"VKIA,Jaipur",NA,17-11-2012
297,21-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,9,56,325,NA,"VKIA,Jaipur",NA,21-11-2012
297,24-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,57,374,NA,"VKIA,Jaipur",NA,24-11-2012
297,28-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,58,363,NA,"VKIA,Jaipur",NA,28-11-2012
297,12-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,60,443,NA,"VKIA,Jaipur",NA,12-01-2012
297,12-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,58,292,NA,"VKIA,Jaipur",NA,12-05-2012
297,12-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,58,233,NA,"VKIA,Jaipur",NA,12-08-2012
297,12-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,54,384,NA,"VKIA,Jaipur",NA,12-12-2012
297,15-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,8,53,214,NA,"VKIA,Jaipur",NA,15-12-2012
297,19-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,59,170,NA,"VKIA,Jaipur",NA,19-12-2012
297,22-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,10,58,211,NA,"VKIA,Jaipur",NA,22-12-2012
297,26-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,58,449,NA,"VKIA,Jaipur",NA,26-12-2012
297,29-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,Industrial Area,11,59,231,NA,"VKIA,Jaipur",NA,29-12-2012
298,01-02-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,55,295,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,01-02-2012
298,01-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,53,120,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,01-05-2012
298,01-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,54,163,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,01-09-2012
298,01-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,56,129,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,01-12-2012
298,16-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,53,122,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,16-01-2012
298,19-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,54,129,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,19-01-2012
298,23-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,54,107,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,23-01-2012
298,30-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,54,103,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,30-01-2012
298,03-01-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,52,99,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,03-01-2012
298,03-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,55,192,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,03-05-2012
298,03-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,54,348,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,03-08-2012
298,03-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,51,141,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,03-12-2012
298,15-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,57,104,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,15-03-2012
298,19-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,57,83,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,19-03-2012
298,22-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,53,217,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,22-03-2012
298,26-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,54,158,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,26-03-2012
298,29-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,56,130,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,29-03-2012
298,04-02-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",11,55,417,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,04-02-2012
298,04-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,11,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,04-05-2012
298,04-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,54,103,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,04-09-2012
298,04-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,52,103,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,04-12-2012
298,16-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,54,89,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,16-04-2012
298,19-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,50,75,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,19-04-2012
298,23-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,53,69,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,23-04-2012
298,26-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,53,65,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,26-04-2012
298,30-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,53,133,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,30-04-2012
298,05-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,52,98,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,05-03-2012
298,05-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,55,90,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,05-07-2012
298,05-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,55,69,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,05-10-2012
298,14-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,50,96,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,14-05-2012
298,17-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",10,53,132,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,17-05-2012
298,21-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,54,151,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,21-05-2012
298,24-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,50,138,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,24-05-2012
298,28-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,47,152,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,28-05-2012
298,31-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,46,119,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,31-05-2012
298,06-04-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,49,142,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,06-04-2012
298,06-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",9,59,217,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,06-07-2012
298,06-11-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,45,197,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,06-11-2012
298,14-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,45,134,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,14-06-2012
298,18-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,47,323,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,18-06-2012
298,21-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,46,80,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,21-06-2012
298,25-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,43,81,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,25-06-2012
298,28-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,43,131,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,28-06-2012
298,07-02-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,41,184,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,07-02-2012
298,07-05-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,41,169,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,07-05-2012
298,07-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,40,49,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,07-09-2012
298,07-12-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,41,67,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,07-12-2012
298,16-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,45,54,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,16-07-2012
298,19-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,45,54,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,19-07-2012
298,23-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,45,60,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,23-07-2012
298,26-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,45,86,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,26-07-2012
298,26-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,45,383,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,26-07-2012
298,30-07-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,43,32,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,30-07-2012
298,08-02-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,44,46,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,08-02-2012
298,08-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,44,52,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,08-06-2012
298,08-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,39,54,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,08-09-2012
298,13-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,38,30,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,13-08-2012
298,16-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,41,41,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,16-08-2012
298,20-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,39,80,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,20-08-2012
298,30-08-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,36,33,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,30-08-2012
298,09-03-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,37,22,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,09-03-2012
298,09-06-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,36,103,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,09-06-2012
298,09-10-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,38,25,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,09-10-2012
298,13-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,39,28,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,13-09-2012
298,17-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,64,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,17-09-2012
298,20-09-2012,Rajasthan,Jaipur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,64,NA,"RJPB Office,Jhalana Doongari,Jaipur",NA,20-09-2012
